,AAA_10Y_Spread,BAA_10Y_Spread,^VIX,^GSPC,YieldCurveSlope,Unemployment,Inflation,GDP_Growth,Corporate_Leverage
1960-01-01,-0.0010999999999999968,0.006199999999999997,,,,5.2,,,
1960-02-01,0.0006999999999999923,0.008499999999999994,,,,4.8,0.0013619339462036528,,
1960-03-01,0.0023999999999999994,0.009999999999999995,,,,5.4,0.0,,
1960-04-01,0.0017000000000000001,0.0092,,,,5.2,0.0044202652159128775,-0.0028895342837345073,0.016961499257131862
1960-05-01,0.0011000000000000038,0.009300000000000003,,,,5.1,0.0010155721056195333,0.0008606623663252786,0.015941327768973796
1960-06-01,0.0030000000000000027,0.011099999999999999,,,,5.4,0.001352722353736846,0.0046108590163850645,0.014921156280815731
1960-07-01,0.0051,0.013199999999999996,,,,5.5,-0.0020263424518742745,0.00836105566644485,0.013900984792657667
1960-08-01,0.004800000000000006,0.012799999999999999,,,,5.6,0.0020304568527917954,0.0022706644572925523,0.015999691336835948
1960-09-01,0.004500000000000004,0.0121,,,,5.5,0.0,-0.0038197267518597453,0.018098397881014232
1960-10-01,0.0040999999999999925,0.012200000000000003,,,,6.1,0.004728132387706863,-0.009910117961012044,0.020197104425192514
1960-11-01,0.003799999999999998,0.011499999999999996,,,,6.1,0.0010084033613446675,-0.0036319046473599252,0.013788566850327106
1960-12-01,0.0051,0.0126,,,,6.6,0.001007387508394908,0.0026463086662921933,0.0073800292754617
1961-01-01,0.004800000000000006,0.0126,,,,6.6,0.0010063737001007045,0.008924521979944311,0.0009714917005962942
1961-02-01,0.004899999999999995,0.012900000000000002,,,,6.9,0.0,0.012388000788310668,0.006142045845181372
1961-03-01,0.004799999999999992,0.012799999999999992,,,,6.9,0.0,0.015851479596677025,0.01131259998976645
1961-04-01,0.004700000000000003,0.012299999999999998,,,,7.0,-0.00100536193029499,0.01931495840504338,0.01648315413435153
1961-05-01,0.005599999999999994,0.012999999999999998,,,,7.1,0.0010063737001007045,0.02014817709592065,0.017252163292854172
1961-06-01,0.004499999999999997,0.011500000000000003,,,,6.9,0.0,0.02098139578679792,0.018021172451356815
1961-07-01,0.004900000000000002,0.011700000000000002,,,,7.0,0.002680965147453085,0.021814614477675187,0.018790181609859458
1961-08-01,0.004100000000000006,0.010700000000000008,,,,6.6,0.0006684491978610207,0.022146165469779062,0.02121111062065199
1961-09-01,0.004700000000000003,0.0114,,,,6.7,0.0013360053440214514,0.02247771646188294,0.02363203963144452
1961-10-01,0.0049999999999999975,0.0121,,,,6.5,0.0,0.022809267453986815,0.02605296864223705
1961-11-01,0.004499999999999997,0.011700000000000009,,,,6.1,0.0,0.02289978435971496,0.01973646866426426
1961-12-01,0.003599999999999999,0.0104,,,,6.0,0.0010006671114075605,0.022990301265443103,0.013419968686291472
1962-01-01,0.0033999999999999933,0.009999999999999995,,,,5.8,0.0009996667777407708,0.023080818171171247,0.007103468708318683
1962-02-01,0.003799999999999998,0.010300000000000004,,,,5.5,0.0023302263648468102,0.018952229490277084,0.011253749171959909
1962-03-01,0.004599999999999993,0.011099999999999999,,,,5.6,0.0019926934573231136,0.01482364080938292,0.015404029635601132
1962-04-01,0.004900000000000002,0.011799999999999998,,,,5.6,0.0013258203513424327,0.010695052128488758,0.019554310099242356
1962-05-01,0.004100000000000006,0.011300000000000004,,,,5.5,0.0009930486593843213,0.011938768091655541,0.017963034220876157
1962-06-01,0.003700000000000002,0.011099999999999992,,,,5.5,-0.0009920634920633775,0.013182484054822327,0.01637175834250996
1962-07-01,0.0033000000000000043,0.0104,,,,5.4,0.00033101621979469975,0.01442620001798911,0.014780482464143763
1962-08-01,0.003699999999999995,0.010799999999999997,,,,5.7,0.0019854401058903015,0.011397902247744693,0.019277205648612572
1962-09-01,0.0034000000000000002,0.010500000000000002,,,,5.6,0.004623513870541718,0.008369604477500275,0.02377392883308138
1962-10-01,0.003500000000000003,0.010599999999999998,,,,5.4,-0.0013149243918475495,0.005341306707255855,0.02827065201755019
1962-11-01,0.0033000000000000043,0.0104,,,,5.7,0.0,0.008674000207659516,0.021192956715162376
1962-12-01,0.0038000000000000048,0.010600000000000005,,,,5.5,0.0,0.012006693708063176,0.014115261412774563
1963-01-01,0.003799999999999998,0.010800000000000004,,,,5.7,0.0019749835418039208,0.015339387208466837,0.00703756611038675
1963-02-01,0.002700000000000008,0.0097,,,,5.9,0.0013140604467805073,0.014558660649197567,0.01274877549560105
1963-03-01,0.002600000000000005,0.009499999999999995,,,,5.7,0.0009842519685039353,0.013777934089928298,0.01845998488081535
1963-04-01,0.0023999999999999994,0.009000000000000001,,,,5.7,-0.000983284169124965,0.012997207530659027,0.02417119426602965
1963-05-01,0.002899999999999993,0.009199999999999993,,,,5.9,0.0009842519685039353,0.016441411261202948,0.021235693807883333
1963-06-01,0.0023999999999999994,0.008499999999999994,,,,5.6,0.0032776138970829205,0.019885614991746865,0.01830019334973702
1963-07-01,0.0024000000000000063,0.008200000000000006,,,,5.6,0.002613524991832872,0.023329818722290785,0.015364692891590703
1963-08-01,0.0029,0.008300000000000002,,,,5.4,0.0019550342130987275,0.02046390552338447,0.019267407173943152
1963-09-01,0.0022999999999999965,0.007599999999999996,,,,5.5,-0.0009756097560975618,0.017597992324478156,0.0231701214562956
1963-10-01,0.0020999999999999977,0.007199999999999998,,,,5.5,0.0009765625,0.01473207912557184,0.02707283573864805
1963-11-01,0.0020999999999999977,0.007199999999999998,,,,5.7,0.0009756097560975618,0.017917974241409434,0.020805740740104328
1963-12-01,0.0022000000000000006,0.007199999999999998,,,,5.5,0.0032488628979856493,0.021103869357247024,0.014538645741560607
1964-01-01,0.0021999999999999936,0.006600000000000002,,,,5.6,0.0019430051813471572,0.02428976447308462,0.008271550743016887
1964-02-01,0.0020999999999999977,0.0068000000000000005,,,,5.4,-0.0009696186166774368,0.02059832673843746,0.013293094534665872
1964-03-01,0.0016000000000000042,0.006100000000000008,,,,5.4,0.0009705596894209467,0.0169068890037903,0.018314638326314858
1964-04-01,0.0017000000000000001,0.00619999999999999,,,,5.3,0.0003232062055591456,0.013215451269143141,0.023336182117963844
1964-05-01,0.0020999999999999977,0.006499999999999992,,,,5.1,0.0009693053311794486,0.015370642531990756,0.021062066597623625
1964-06-01,0.0023999999999999994,0.0067999999999999935,,,,5.2,0.0009683666881858954,0.01752583379483837,0.01878795107728341
1964-07-01,0.0020999999999999977,0.006399999999999996,,,,4.9,0.00032247662044504466,0.019681025057685986,0.01651383555694319
1964-08-01,0.0021999999999999936,0.006299999999999993,,,,5.0,0.0009671179883945502,0.015667775433658788,0.019753354534600993
1964-09-01,0.0021999999999999936,0.006199999999999997,,,,5.1,0.0009661835748790981,0.011654525809631592,0.0229928735122588
1964-10-01,0.0022999999999999896,0.00619999999999999,,,,5.1,0.0012870012870014325,0.007641276185604395,0.0262323924899166
1964-11-01,0.002799999999999997,0.006599999999999995,,,,4.8,0.002892030848329119,0.014879758110199665,0.021296041173776
1964-12-01,0.002600000000000005,0.0063,,,,5.0,0.001281640499839698,0.022118240034794935,0.016359689857635397
1965-01-01,0.0023999999999999924,0.006099999999999994,,,,4.9,0.0009600000000000719,0.02935672195939021,0.011423338541494799
1965-02-01,0.0020000000000000018,0.005700000000000004,,,,5.1,0.0,0.025330028239671492,0.015185864612128638
1965-03-01,0.0020999999999999977,0.005700000000000004,,,,4.7,0.0009590792838873874,0.021303334519952775,0.018948390682762477
1965-04-01,0.0022999999999999965,0.005999999999999998,,,,4.8,0.002235707441711865,0.017276640800234055,0.022710916753396315
1965-05-01,0.0023000000000000034,0.005999999999999998,,,,4.6,0.0031867431485022024,0.02025154845107983,0.01907459591732441
1965-06-01,0.0025000000000000022,0.006399999999999996,,,,4.6,0.0041296060991105055,0.023226456101925603,0.015438275081252506
1965-07-01,0.002800000000000004,0.0067999999999999935,,,,4.4,-0.000949066751028238,0.02620136375277138,0.011801954245180601
1965-08-01,0.0023999999999999994,0.006299999999999993,,,,4.4,-0.0009499683343887622,0.027491735421011503,0.017169215425950995
1965-09-01,0.0022999999999999965,0.006200000000000004,,,,4.3,0.0022187004754359307,0.028782107089251625,0.022536476606721388
1965-10-01,0.0020999999999999977,0.0058,,,,4.2,0.000948766603415585,0.03007247875749175,0.027903737787491778
1965-11-01,0.0014999999999999944,0.0049999999999999975,,,,4.1,0.003159557661927437,0.03035981469479565,0.02305139817738951
1965-12-01,0.0005999999999999964,0.003999999999999997,,,,4.0,0.0031496062992126816,0.03064715063209955,0.018199058567287242
1966-01-01,0.0013000000000000025,0.004499999999999997,,,,4.0,0.0009419152276295417,0.030934486569403452,0.013346718957184978
1966-02-01,-0.0005000000000000004,0.0029,,,,3.8,0.006273525721455453,0.0244965635382491,0.016859489436940933
1966-03-01,0.0005000000000000004,0.004500000000000004,,,,3.8,0.0031172069825435855,0.01805864050709475,0.02037225991669689
1966-04-01,0.0020999999999999977,0.006600000000000002,,,,3.8,0.003107520198881275,0.0116207174759404,0.023885030396452844
1966-05-01,0.0020000000000000018,0.006999999999999999,,,,3.9,0.0021685254027261625,0.01381643937310321,0.019276644849898068
1966-06-01,0.002600000000000005,0.0077000000000000055,,,,3.8,0.0009273570324574987,0.01601216127026602,0.014668259303343293
1966-07-01,0.0014000000000000054,0.006600000000000002,,,,3.8,0.0021618282890674134,0.01820788316742883,0.010059873756788518
1966-08-01,0.000899999999999998,0.006100000000000001,,,,3.8,0.006163328197226425,0.017695513501964744,0.014436346408010392
1966-09-01,0.0031000000000000055,0.009099999999999997,,,,3.7,0.003062787136294043,0.01718314383650066,0.018812819059232266
1966-10-01,0.0040000000000000036,0.0109,,,,3.7,0.003053435114503955,0.016670774171036573,0.02318929171045414
1966-11-01,0.001899999999999999,0.0097,,,,3.6,0.0009132420091324533,0.015461212908223812,0.01831817182926902
1966-12-01,0.005499999999999998,0.013399999999999995,,,,3.8,0.0012165450121655041,0.014251651645411053,0.013447051948083896
1967-01-01,0.006200000000000004,0.013899999999999996,,,,3.9,-0.0006075334143378353,0.013042090382598293,0.008575932066898773
1967-02-01,0.0040000000000000036,0.0119,,,,3.8,0.003039513677811634,0.010595213000760495,0.009368197485654095
1967-03-01,0.0058999999999999955,0.013099999999999994,,,,3.8,0.0,0.008148335618922697,0.010160462904409417
1967-04-01,0.00520000000000001,0.012400000000000001,,,,3.8,0.003030303030303161,0.0057014582370849,0.01095272832316474
1967-05-01,0.0039000000000000076,0.011100000000000006,,,,3.8,0.0,0.010181154878637171,0.01400950057022706
1967-06-01,0.004200000000000009,0.011300000000000011,,,,3.9,0.0060422960725075026,0.014660851520189441,0.01706627281728938
1967-07-01,0.004200000000000002,0.011000000000000003,,,,3.8,0.0030030030030030463,0.01914054816174171,0.020123045064351697
1967-08-01,0.0034000000000000002,0.010499999999999995,,,,3.8,0.0029940119760478723,0.019003770396820514,0.025829640503058693
1967-09-01,0.003500000000000003,0.011000000000000003,,,,3.8,0.0029850746268658135,0.01886699263189932,0.03153623594176569
1967-10-01,0.0034000000000000002,0.010399999999999993,,,,4.0,0.0029761904761904656,0.018730214866978123,0.037242831380472685
1967-11-01,0.0032000000000000015,0.009699999999999993,,,,3.9,0.005934718100890191,0.023055890698531496,0.027004605552426897
1967-12-01,0.004900000000000002,0.012299999999999998,,,,3.8,0.002949852507374784,0.027381566530084868,0.01676637972438111
1968-01-01,0.006399999999999996,0.0131,,,,3.7,0.002941176470588225,0.031707242361638244,0.00652815389633532
1968-02-01,0.005400000000000002,0.012400000000000008,,,,3.8,0.0029325513196480912,0.030286082096711464,0.011900044058932451
1968-03-01,0.003700000000000002,0.011099999999999992,,,,3.7,0.0029239766081869956,0.028864921831784685,0.017271934221529582
1968-04-01,0.005700000000000004,0.0133,,,,3.5,0.00291545189504383,0.027443761566857905,0.02264382438412671
1968-05-01,0.00399999999999999,0.0116,,,,3.5,0.0029069767441860517,0.024175545593075148,0.022027645665742373
1968-06-01,0.005600000000000008,0.013499999999999998,,,,3.7,0.005797101449275477,0.020907329619292387,0.021411466947358033
1968-07-01,0.007400000000000004,0.0148,,,,3.7,0.0057636887608067955,0.01763911364550963,0.020795288228973696
1968-08-01,0.005999999999999998,0.013999999999999999,,,,3.5,0.002865329512893977,0.017791013230259074,0.023099762936289014
1968-09-01,0.005099999999999993,0.0133,,,,3.4,0.0028571428571428914,0.01794291281500852,0.025404237643604333
1968-10-01,0.005099999999999993,0.0126,,,,3.4,0.005698005698005604,0.018094812399757965,0.02770871235091965
1968-11-01,0.004900000000000002,0.013099999999999994,,,,3.4,0.0028328611898016387,0.020777469876854877,0.021215166072369545
1968-12-01,0.004200000000000002,0.012000000000000004,,,,3.4,0.005649717514124353,0.023460127353951792,0.014721619793819437
1969-01-01,0.005499999999999998,0.012799999999999999,,,,3.4,0.002808988764045006,0.026142784831048704,0.00822807351526933
1969-02-01,0.004700000000000003,0.011099999999999992,,,,3.4,0.0028011204481790397,0.022691255472358618,0.012316925749767133
1969-03-01,0.005499999999999991,0.0121,,,,3.4,0.008379888268156499,0.01923972611366853,0.016405777984264937
1969-04-01,0.007200000000000005,0.013699999999999997,,,,3.4,0.005540166204986097,0.015788196754978445,0.020494630218762744
1969-05-01,0.004699999999999996,0.011999999999999983,,,,3.4,0.0027548209366392573,0.017441746308106392,0.01990659074866515
1969-06-01,0.0040999999999999925,0.01129999999999999,,,,3.5,0.005494505494505475,0.019095295861234336,0.019318551278567558
1969-07-01,0.003600000000000006,0.011200000000000002,,,,3.5,0.005464480874316724,0.020748845414362282,0.018730511808469963
1969-08-01,0.002799999999999997,0.011700000000000002,,,,3.5,0.0027173913043478937,0.01648348591434649,0.022339768260392006
1969-09-01,-0.00020000000000000573,0.008900000000000005,,,,3.7,0.005420054200542035,0.012218126414330696,0.025949024712314046
1969-10-01,0.0023000000000000104,0.011200000000000015,,,,3.7,0.005390835579514697,0.007952766914314902,0.02955828116423609
1969-11-01,0.0021000000000000046,0.011100000000000013,,,,3.5,0.00536193029490617,0.009492965905467665,0.022680814253316806
1969-12-01,0.0006999999999999923,0.010000000000000009,,,,3.5,0.005333333333333412,0.011033164896620429,0.015803347342397522
1970-01-01,0.0012000000000000066,0.010700000000000001,,,,3.9,0.0053050397877982824,0.012573363887773192,0.00892588043147824
1970-02-01,0.0068999999999999895,0.015399999999999983,,,,4.2,0.005277044854881341,0.013511301445222687,0.012032840284976754
1970-03-01,0.0076999999999999985,0.015600000000000003,,,,4.4,0.005249343832020914,0.01444923900267218,0.015139800138475268
1970-04-01,0.004400000000000001,0.0131,,,,4.6,0.005221932114882533,0.015387176560121674,0.018246759991973782
1970-05-01,0.001999999999999988,0.010700000000000001,,,,4.8,0.0025974025974027093,0.016092992984883352,0.018027515152001444
1970-06-01,0.006400000000000003,0.014100000000000001,,,,4.9,0.005181347150258864,0.016798809409645028,0.0178082703120291
1970-07-01,0.00979999999999999,0.0194,,,,5.0,0.002577319587628857,0.017504625834406706,0.017589025472056763
1970-08-01,0.006000000000000005,0.019099999999999992,,,,5.1,0.0025706940874037354,0.012452089882833157,0.020438360613223905
1970-09-01,0.007000000000000006,0.020000000000000018,,,,5.4,0.00512820512820511,0.007399553931259609,0.023287695754391047
1970-10-01,0.006999999999999992,0.01999999999999999,,,,5.5,0.005102040816326481,0.0023470179796860613,0.02613703089555819
1970-11-01,0.0121,0.025400000000000006,,,,5.9,0.005076142131979822,0.015817743117100047,0.02119911026851029
1970-12-01,0.012499999999999997,0.02729999999999999,,,,6.1,0.005050505050504972,0.029288468254514033,0.016261189641462392
1971-01-01,0.011199999999999995,0.025,,,,5.9,0.002512562814070307,0.04275919339192802,0.011323269014414494
1971-02-01,0.0097,0.0228,,,,5.9,0.0,0.03470645146805514,0.01540438851126269
1971-03-01,0.015099999999999995,0.027600000000000006,,,,6.0,0.0025062656641603454,0.026653709544182263,0.019485508008110886
1971-04-01,0.014199999999999997,0.026199999999999994,,,,5.9,0.0024999999999999467,0.018600967620309383,0.02356662750495908
1971-05-01,0.011400000000000007,0.0223,,,,5.9,0.004987531172069737,0.01857105553473352,0.023812522979236233
1971-06-01,0.011200000000000002,0.0223,,,,5.9,0.00496277915632759,0.018541143449157655,0.02405841845351338
1971-07-01,0.009099999999999997,0.0203,,,,6.0,0.0024691358024691024,0.018511231363581793,0.024304313927790533
1971-08-01,0.010099999999999998,0.0218,,,,6.1,0.0024630541871921707,0.015913396817801278,0.02690758923822682
1971-09-01,0.013000000000000012,0.024500000000000008,,,,6.0,0.002457002457002311,0.01331556227202076,0.029510864548663102
1971-10-01,0.014599999999999995,0.025500000000000002,,,,5.8,0.002450980392156854,0.010717727726240245,0.03211413985909939
1971-11-01,0.014499999999999999,0.025700000000000014,,,,6.0,0.0024449877750611915,0.01843421104668863,0.027295202159147935
1971-12-01,0.013199999999999996,0.024500000000000015,,,,6.0,0.0024390243902439046,0.026150694367137017,0.022476264459196482
1972-01-01,0.012400000000000001,0.022799999999999994,,,,5.8,0.0024330900243310083,0.033867177687585404,0.01765732675924503
1972-02-01,0.0119,0.0215,,,,5.7,0.004854368932038833,0.032264379488498106,0.020038555225236676
1972-03-01,0.011700000000000002,0.021699999999999997,,,,5.8,0.0,0.030661581289410805,0.022419783691228323
1972-04-01,0.011099999999999992,0.020499999999999997,,,,5.7,0.0024154589371980784,0.029058783090323503,0.02480101215721997
1972-05-01,0.011699999999999995,0.020999999999999998,,,,5.7,0.002409638554216942,0.02574165038431923,0.0238663294601195
1972-06-01,0.011200000000000002,0.020899999999999988,,,,5.7,0.0024038461538462563,0.022424517678314954,0.022931646763019026
1972-07-01,0.010999999999999996,0.021199999999999997,,,,5.6,0.0023980815347719453,0.01910738497231068,0.021996964065918556
1972-08-01,0.009800000000000003,0.019799999999999998,,,,5.6,0.0023923444976077235,0.022640371947489246,0.027714949732286238
1972-09-01,0.006699999999999998,0.015399999999999997,,,,5.5,0.004773269689737569,0.02617335892266781,0.03343293539865392
